id	intent	context	label
0012270	초조함	문제는 요즘에 활동도 너무 힘들고 미래에 대한 걱정이 많아서…	10
0015379	죄책감	그러면 엄마한테 너무 미안했어.	12
0006852	감정조절이상	나 너무 강압적으로 변했어	5
0005575	무기력	왜 내가 이렇게까지 고통스러워야 하는지 모르겠어	4
0004802	분노	근데 나는 걔네도 밉지만 학교도 미워.	3
0007891	식욕저하	집 돌아와서도 며칠씩 굶고 방에 틀어박혀 있고 그랬어.	7
0013884	피로	힘들 정도로 많이 자는 거 같아	11
0019383	불안	오늘은 자다 일어났는데 머리를 벽에 박고 싶을 만큼 불안했어요.	18
0006628	감정조절이상	감정기복이 있어요.	5
0007402	식욕저하	회사에 있을 때마다 입맛이 더 떨어지는 것 같아요	7
0007504	식욕저하	나도 내가 너무 조금 먹는다고 생각해	7
0002895	슬픔	엄마가 보고싶어서 방에서 혼자 몰래 울기도 했어요.	1
0001945	슬픔	와인을 세잔 이나 마셔서 아기한테 자꾸 미안해지는 것 같아요	1
0013653	피로	시어머니 때문에 너무 피로하고 멍한 기분이야	11
0004222	분노	첫째 아이 유산했을 때만 생각하면 너무 화가 나는 거야	3
0009548	불면	한 시간 자고 깨니까 정신을 못 차리겠어	9
0015410	죄책감	왜 그걸 이제 알았나 싶어서…너무 미안하고 죄책감이 들어.	12
0018772	불안	임신 때문에 불안해요	18
0015644	집중력저하	책 진도가 안 나간다	13
0008385	식욕증가	과체중이라는데 어떻게 할 수가 없다	8
0018496	자살충동	저만 없으면 될 것 같아서 너무 죽고 싶어요…	17
0012787	초조함	교생 실습 가서 발표를 하는데 너무 떨렸어요.	10
0013398	피로	우울한 얘기 들으면 힘이 빠져	11
0007619	식욕저하	심하게 날카로워졌지	7
0015019	죄책감	왜 자꾸 내가 배신했다는 생각이 드는지 나도 이해할 수가 없어	12
0010421	불면	잠을 못 자서 미쳐버린 게 아닌가, 그런 생각도 들어요.	9
0015201	죄책감	내가 너무 바보같이 살았나봐.	12
0018194	자살충동	살기 싫어 죽겠다	17
0013415	피로	전업주부 하고부터 완전 슬럼프야	11
0012114	초조함	이번 달 넘겨도 다음 달 월세는 어쩌냐 진짜.	10
0006564	무기력	재미도 없고.	4
0012538	초조함	누워서 하루 종일 걱정만 해요.	10
0009970	불면	자려고 누어도 잠이 들 때까지 5시간이 걸려.	9
0012215	초조함	심장이 이렇게 뛰다가 멈춰버릴까봐…	10
0000298	우울감	체력이 안 좋아지니까 뭐든 하기 싫어지는 것 같아	0
0013254	피로	육아 때문에 걱정이 커서 아무것도 못 하겠어	11
0000148	우울감	인생이 암울해졌어	0
0015220	죄책감	내가 너무 죄스러워	12
0002451	슬픔	마음이 너무 아프고 괴롭고 희망이 없어	1
0018441	자살충동	언제 다시 죽을까 이생각뿐이었어.	17
0012957	초조함	가만히 있으면 불안하고 화가 나고 짜증이 밀려와.	10
0005800	무기력	정신적으로 더 버틸 수가 없었어.	4
0016025	자신감저하	이 일을 10년이나 할 자신도 없고…	14
0009490	불면	체력이 너무 떨어져서 힘들어	9
0011633	초조함	차가 막혀서 학교에 늦을까봐 불안하구요.	10
0016776	자존감저하	엄마 조차 나를 손가락질 하더라고	15
0005976	무기력	그런데 제가 의지할 사람도 없어서 너무 힘들었어요.	4
0017747	절망감	요즘 부쩍 모든걸 포기하고 싶다는 생각이 많이 들어	16
0015519	죄책감	친구에게 가시 돋힌 말을 했던 게 너무 후회가 돼	12
0011564	초조함	시어머니한테 연락하면 욱해	10
0017767	절망감	이렇게 원하는데도 아기를 가질 수 없다고 생각하니까 매일이 지옥같았어	16
0010303	불면	그런데 요즘 들어서 더 자기가 힘들고, 밥맛도 없어.	9
0017761	절망감	임신 중에 남편이 성매매하는걸 알고 너무 절망적이고 고통스러웠어	16
0004274	분노	화가 불처럼 났다가 또 금방 사그라드는 것 같아	3
0015047	죄책감	내가 임신하는 바람에 프로젝트가 망했어	12
0005933	무기력	이게 꼼꼼한 거긴 한데 자꾸 이러니까 하루종일 너무 피곤해서 힘들어요.	4
0018483	자살충동	그 사람과 같이 있으면 내가 당장 죽을 것 같았어.	17
0014536	죄책감	내가 죄인이라는 생각이 들어서 밖을 못 나가겠어	12
0014810	죄책감	금연을 제대로 했어야 했는데	12
0013293	피로	전치태반 판정 받고 힘이 없어졌어	11
0006250	무기력	근데 대학은 가야 하니까 공부는 하는데 다 하기 싫어요.	4
0010465	불면	최근 3일 동안은 5시간밖에 못 자서 당연히 피곤하지.	9
0013042	초조함	내 짜증난 눈초리를 읽었나봐.	10
0012118	초조함	하지만 아직 애들 시집, 장가도 못 보낸 상태라서 걱정이 들어요.	10
0004937	분노	죽어서라도 복수할거예요.	3
0014002	피로	그렇게 못 자다 잘 때는 한 번에 엄청 많이 자요.	11
0019035	불안	그냥 두려워	18
0019643	불안	터널이 다가오면 불안해서 미칠 것 같아.	18
0013755	피로	너무 심하게 졸리고 피곤해	11
0006374	무기력	사는 게 재미없어.	4
0014018	피로	하루에 10시간 이상씩 자는데 방학이라 잠을 많이 자서 좋아.	11
0010637	초조함	가만히 있는 게 어려워서 일상이 망가진 거 같아	10
0012749	초조함	두통까지 와서 머리가 멍한데 계속 긴장되고.	10
0011480	초조함	연습했던게 실전에 나와줘야 하는데 걱정이야.	10
0004693	분노	지금까지 내가 했던 노력들이 전부 헛수고였나 나한테 화나면서 인생 왜 사는지 모르겠어	3
0004113	외로움	혼자 있는게 너무 외로웠어.	2
0002662	슬픔	좋아하는 사람과 있는대도 기분이 쳐져	1
0001867	슬픔	계속 눈물이 나는데 어떻게 해야 할까요	1
0010985	초조함	내일 유도인데 너무 긴장돼	10
0010435	불면	계속 잠을 못자서 뇌에 문제가 생긴건가…	9
0018591	자살충동	죽고 싶은데 자살하고 싶지는 않으니까 살해당했으면 좋겠어.	17
0013419	피로	아들 방학 때부터 계속 슬럼프네	11
0010799	초조함	신체 변화 때문에 너무 마음이 혼란스러워	10
0004187	외로움	얹혀사는 기분이고, 가족이 아닌 사람 같아요.	2
0010808	초조함	너무 심하게 혼란스러워	10
0019578	불안	가만히 있으면 불안하고, 부아도 치밀고, 잠도 안 왔어.	18
0009501	불면	힘이 싹 사라져버렸어	9
0007521	식욕저하	밥도 잘 안 먹고 잠만 자게 돼요	7
0003837	외로움	소외감 들고 외톨이가 되는 것 같아	2
0004854	분노	내가 얼마나 잘해줬는데 끝까지 지만 생각하고.	3
0019530	불안	너무 불안해서 계속 눈물이 나..	18
0011494	초조함	그럼 엄청 위험한 거 아냐?	10
0019416	불안	너무 불안해요.	18
0010666	초조함	몸이 너무 무거워져서 신경이 날카로워졌어	10
0019062	불안	갑자기 섬뜩하고 무서운 생각이 들어	18
0004036	외로움	외롭다는 감정이 뭔지 잘 몰랐는데 그게 뭔지 알 것 같더라구요.	2
0017239	자존감저하	제 자신이 한심스럽고 자존심이 너무 상했어요. 	15
0008641	불면	계속 못 자서 정신을 못 차리겠어	9
0012322	초조함	걱정이 돼서 밤에 잠이 안 와.	10
0019583	불안	불안하고 잠도 못자고.	18
0011571	초조함	요즘 자주 욱해서 욕이 늘었어	10
0002029	슬픔	아이 볼 생각에 떨리고 좋았는데 지금은 너무 힘들고 나란 사람에게 연민이 생겨	1
0008302	식욕증가	스트레스 받아서 살이 쪄	8
0000489	우울감	밥 먹을 때마다 돌 씹는 것 같아서 우울해	0
0004347	분노	짜증내는 게 도가 넘어서 명상을 하려고 해	3
0004914	분노	날 왜 이렇게 아픈애로 낳았는지 엄마가 원망스러워요.	3
0008872	불면	몇 시간을 자도 피곤하기만 해도 돌아버릴 것 같다	9
0001461	우울감	그렇게 퇴원하고 나서 되게 우울했어요.	0
0003784	외로움	진짜 고달파서 죽겠어	2
0008124	식욕저하	체중만 계속 빠져.	7
0013946	피로	온몸에 피로가 구석구석 쌓인 느낌이야	11
0018336	자살충동	차라리 죽는 게 편할까?	17
0012223	초조함	앞으로 그런 말은 다신 하면 안 되겠어.	10
0014520	죄책감	내가 너무 나쁜 사람처럼 느껴져	12
0012070	초조함	그래서 그런지 요즘 부쩍 건강도 안 좋아진 것 같아서 걱정이에요.	10
0016987	자존감저하	남편이랑 사이가 틀어지고 자존감도 떨어지고 하루하루가 괴롭게 느껴져	15
0005132	분노	너무 빡쳤어요.	3
0009346	불면	스트레스때문인지 계속 뒤척거려	9
0009428	불면	섹스 생각이 안 드니까 더 불안해졌어	9
0018385	자살충동	그냥 이렇게 살다가 확 죽어버렸으면 좋겠어.	17
0002399	슬픔	원인은 모르겠는데 자꾸만 절망스럽고 슬프다	1
0016349	자존감저하	미혼모라고 사람들이 나를 업신여겨.	15
0004874	분노	그 때 진짜 분하고 속상하고 원통하고…	3
0011888	초조함	취업 생각 때문에 잠도 안 와.	10
0016489	자존감저하	아기 유산하고 시댁에서 눈총을 받고 있어.	15
0000824	우울감	그때는 그냥 얼떨떨했던 거 같아요.	0
0011353	초조함	아기 때문에 기분이 오락가락해	10
0010163	불면	술을 마신 것처럼 머리가 아프고 잠도 2시간밖에 못 잡니다.	9
0018869	불안	불안해서 다른 사람이랑 눈을 못 마주치겠어	18
0009930	불면	그렇게 자다깨다 반복하니까 잠을 잔 것 같지도 않아.	9
0012898	초조함	내가 예민해서 주변에서 나한테 다가오기가 힘들어하는 것 같아서.	10
0006289	무기력	의욕이 많이 있지는 않았어..	4
0013111	초조함	너무 짜증나.. 매운 거 먹고 싶어.	10
0014264	피로	피곤해서 그런가?	11
0015225	죄책감	나는 몸이 안 좋아서 다시 돌아온 건데… 계속 자괴감이 들어.	12
0003613	외로움	이세상에서 나 혼자뿐인 것 같고 힘들어서 술 마셨어	2
0009912	불면	여전히 잠을 잘 못자고 있어요.	9
0007356	식욕저하	시어머니때문에 밥맛이 안 생겨	7
0005005	분노	죽이고 싶단 생각은 했지만… 그러진 못 했어요.	3
0012371	초조함	그날부터 하루종일 걱정으로 머릿속이 복잡하더라구요.	10
0000617	우울감	미혼인 친구들이 너무 부럽고 우울해져	0
0019394	불안	그렇게 잠긴 걸 봐도 금방 또 다시 불안해져요.	18
0008045	식욕저하	정해진 규칙을 어기게 되면 하루종일 신경 쓰여서 밥도 잘 못 먹었어.	7
0011604	초조함	감정기복도 심해졌어요.	10
0009118	불면	깊은 잠 잔 것도 오래 됐다	9
0019339	불안	안심할 수가 없어	18
0004948	분노	우리 엄마는 진짜… 엄마가 아닌 거 같아.	3
0001770	슬픔	너무 섭섭하고 속상해서 화를 냈어	1
0014142	피로	팔, 다리가 계속 늘어지고 힘이 안 들어가요.	11
0017006	자존감저하	내가 너무 한심해서 괴롭다	15
0003232	슬픔	속앓이를 많이 해요	1
0012174	초조함	남편이 친정집까지 찾아오진 않을까 걱정돼.	10
0002495	슬픔	남편은 별로 안 힘들어 보이니까 개 억울해	1
0007734	식욕저하	화나니까 더부룩해요	7
0009052	불면	잠을 너무 설쳐	9
0003894	외로움	나를 케어해주는 사람이 없어서 고독해	2
0007958	식욕저하	별로 먹고 싶지 않아.	7
0003276	슬픔	또 혼자가 된 엄마가 안쓰러웠어.	1
0010282	불면	잠도 잘 안 오고 소화도 잘 안되고…	9
0009419	불면	섹스도 하기 싫어서 걱정이 많아	9
0013469	피로	무리를 좀 했더니 몸도 무겁고 피곤하네	11
0009155	불면	계속 몽롱한 이유를 모르겠어	9
0002758	슬픔	못내 아쉬워 왜 몰라주는 걸까	1
0001570	우울감	백수가 되고 나서 더 우울해졌어요.	0
0002859	슬픔	너무 울고 싶고 심장이 바닥으로 추락하는 것만 같아요.	1
0005896	무기력	나한테 3년 전은 너무 힘든 시간들이었어.	4
0009732	불면	그러니까 자야 하는데 자지도 못 하고…	9
0017655	절망감	나만큼 쓸모 없는 인간은 세상 어디에도 없을거야	16
0018784	불안	불안감이 들어서 집중을 할 수가 없어	18
0001979	슬픔	혼자였던 시간으로 돌아가고 싶은 마음이야	1
0000002	우울감	아이 가졌는데 기분 하나도 안 좋고 울적해	0
0006606	감정조절이상	예전에 연애할 때는 거의 매일 여자친구한테 화내고 싸웠었어.	5
0014063	피로	잠을 많이 자니까 프리랜서 생활이 더 불규칙해졌어.	11
0018541	자살충동	인생도 게임처럼 리셋 버튼이 있으면 얼마나 좋을까?	17
0015148	죄책감	배신감 때문에 한 이틀은 한숨도 못 잤어요.	12
0018901	불안	아무 일도 없는데 긴장이 돼	18
0015342	죄책감	부모님 건강 신경 못 쓴 게 죄송하더라…	12
0008497	식욕증가	이런 생활을 반복하다 보니까 몸무게가 진짜 엄청 늘어난 거예요.	8
0010345	불면	잠을 못자서 정신이 이상해졌나봐요.	9
0016169	자존감저하	뚱뚱해진 내가 너무 하찮게 느껴져.	15
0006225	무기력	무기력하다…	4
0007403	식욕저하	음식을 봐도 입맛이 안 생겨요	7
0019153	불안	전화만 받으면 심장이 울렁댄다	18
0015422	죄책감	그 후로 나는 계속 죄책감에 시달렸어.	12
0019389	불안	요즘 너무 불안해요. 	18
0011221	초조함	남편이 야근하면 기분이 처져	10
0013216	피로	아침에 더 나른한 거 같아	11
0008471	식욕증가	배가 안 고픈데도 습관처럼 그냥 엄청 먹어	8
0014749	죄책감	아무 이유 없이 내가 미워져	12
0004233	분노	성을 안 낼 수가 없는 것 같아	3
0018637	자살충동	하기 싫은 건 계속 하기 싫고… 그냥 죽고 싶어요.	17
0015116	죄책감	너무 충동적으로 일을 관둔다고 했던 거 같아	12
0007892	식욕저하	밥 먹는데 뭔가 모래알 씹는 느낌이어서 커피만 계속 마셨어요.	7
0000651	우울감	직장을 그만 다녀서 그런지 자꾸 늘어지고 답답하다	0
0009758	불면	10알을 먹었는데도 3시간밖에 잘 수가 없었어요.	9
0012481	초조함	근데 졸업할 때쯤 되니까 또 엄청 걱정되는 거예요.	10
0017347	자존감저하	나는 이 정도밖에 안 되는 사람인 것 같은데.	15
0009055	불면	잠설침이 진짜 심각해	9
0002225	슬픔	커리어를 버린 게 정말로 안타까워	1
0005131	분노	돈을 세고 있는데 화가 불쑥불쑥 나더라구요.	3
0006998	상실감	여태 어떻게 이렇게 살았을까 싶고 자괴감 쩔어	6
0017305	자존감저하	되게 뒤처지는 기분 들고 그랬어요. 내가 정말 못난 것 같고.	15
0000676	우울감	남편도 나보고 너무 늘어진다고 하는데 괜히 더 우울해지는 것 같아	0
0012018	초조함	항상 그런 생각을 하면서 걱정해요.	10
0005998	무기력	근데 요새는 생각도 많고 스트레스도 많고… 그래서 힘들어요.	4
0016882	자존감저하	다들 날 째려봐요	15
0016486	자존감저하	아기 성별 때문에 남편까지 눈치를 줘.	15
0004499	분노	친정 엄마한테 엄청 서운하다가 보면 마음이 아파요	3
0011583	초조함	막 화났다가 슬펐다가 혼자 막 난리가 나거든요.	10
0001977	슬픔	앞으로가 막막해서 결혼하기 전으로 돌아가고 싶어	1
0010272	불면	시계 초침소리도 신경쓰여서 잠을 못 잔적도 많아.	9
0015199	죄책감	나도 이런 내가 너무 더럽고 싫어.	12
0007881	식욕저하	그래서 식사를 자꾸 거르게 돼.	7
0013582	피로	몸이 처져서 틈틈이 쉬어주고 있어	11
0007986	식욕저하	사실 그냥 별로 먹고 싶다는 생각이 안 들어요.	7
0017061	자존감저하	남편이 우리집에 너무 못하니까 피해의식 같은게 생기더라	15
0008680	불면	쓸데없는 생각이 드니까 쉽게 잘 수가 없어	9
0000537	우울감	집에서만 생활하니까 자존감이 바닥이야	0
0008908	불면	신랑이랑 같이 잘 때는 많이 자도 몸이 무겁기만 해요	9
0018093	절망감	다 포기한 느낌이야	16
0016055	자신감저하	과연 내가 할 수 있을까… 못 할 것 같은데…	14
0012778	초조함	면접이 잡히면 그 전 날부터 마음이 진정이 안되는 것 같아	10
0013140	초조함	무조건 다 나 중심으로 돌아갔으면 좋겠고 안 그럼 진짜 짜증나.	10
0015897	자신감저하	근자감이 없어요	14
0007212	식욕저하	밥맛이 너무 없어서 못 먹고 잠만 자요.	7
0014036	피로	하루는 토요일 밤에 자서 월요일 새벽에 깬 적이 있다니까?	11
0012568	초조함	정말 갑갑하네.	10
0006078	무기력	이걸 다음 주까지 견뎌야 한다는 게 진짜 너무 괴롭다…	4
0013642	피로	회사에서도 눕고 싶어서 미치겠어	11
0010989	초조함	왜 이렇게 긴장이 되는 건지 내가 이해할 수가 없어	10
0016783	자존감저하	이혼했다고 다들 나를 손가락질하는것 같아	15
0006613	감정조절이상	남편이랑 조금만 대화를 해도 싸워.	5
0018393	자살충동	죽으면 모든 게 다 편해지니까 그냥 죽고 싶고…	17
0008673	불면	자는 게 어려운 이유도 모르겠네	9
0011802	초조함	앞자리에 타면 앞의 물체들이 지나가는 것이 너무 불안한거야.	10
0008983	불면	마음이 답답해서 자꾸 악몽을 꿔요	9
0013720	피로	너무 많이 해서 졸리다	11
0007812	식욕저하	친구들이랑 제주도 여행을 갔다가 숙소에 자려고 누웠는데 갑자기 속이 메스껍고 어지러웠어.	7
0016208	자존감저하	내 존재가 먼지처럼 느껴져.	15
0001734	슬픔	제왕 해야 한다고 하니까 아이에게 미안해서 속상해	1
0017139	자존감저하	가족한테도 찬밥이고 회사에서도 눈칫밥이고… 사는게 왜 이런 걸까…	15
0007596	식욕저하	아무 이유도 없이 예민해져	7
0001934	슬픔	임신하고서도 좋은 걸 챙겨먹지 못하니까 아이한테 진짜 죄책감 들어	1
0008959	불면	혼자 살게 되면서 더 조금 자게 됐어	9
0015339	죄책감	다른 가족들도 다 사정이 안 좋은데 손 벌리기도 미안하고…	12
0001784	슬픔	호르몬 문제인지 눈물이 나는 것 같아	1
0004296	분노	신랑이 조금이라도 연락이 늦으면 원망하게 된다	3
0004596	분노	화나면 남편도 소용없고 마인드컨트롤이 안 되는 것 같아	3
0006707	감정조절이상	평소에 사소한 일에도 감정조절 하기가 어려워.	5
0006458	무기력	외출하기 싫어요.	4
0011608	초조함	근데 요즘 쌍둥이 아이들을 키우면서 하루에도 몇 번씩 기분이 막 왔다갔다 해.	10
0018126	자살충동	임신하니까 그냥 자살해버리고 싶어	17
0012438	초조함	그래서 화장실 갈 때마다 또 어지러울까봐 너무 걱정이 되는 거예요.	10
0003237	슬픔	친구들이 대학생활을 하는 모습을 보면 너무 슬펐어요.	1
0011582	초조함	그냥 감정이입이 심하게 되고 불안감도 잘 느끼는 것 같아요.	10
0007551	식욕저하	식욕도 안 들고 무기력해 죽겠네	7
0017257	자존감저하	너무 한심스러워.	15
0002553	슬픔	감정 조절이 힘들어요	1
0002906	슬픔	보고 싶은 얼굴은 있는데.	1
0017774	절망감	고통에서 벗어나고 싶어	16
0018694	자살충동	지난주 금요일에 자살하려고 했어요…	17
0016013	자신감저하	공부도 잘하지 못했고 직장에서도 인정받지 못하고 있어.	14
0001764	슬픔	너무 속상해서 술을 마셨어	1
0010645	초조함	차를 타면 안절부절하고 가만히 있기가 어려워	10
0007646	식욕저하	남들이 잘해줘도 신경이 날카로워져	7
0015226	죄책감	잠만 자고 공부도 안 하는 무기력한 일상이 반복되다 보니 자괴감이 깊어진 것 같아요.	12
0017303	자존감저하	남친 때문에 아무것도 못하겠고, 자존감이 더 떨어지는 기분이야.	15
0013879	피로	허리가 아플 정도로 길게 자	11
0009606	불면	진짜 정신을 못 차리겠어요	9
0011250	초조함	하루 종일 안절부절못하고 숨도 못 쉬겠고 사는 게 사는 거 같지 않아	10
0018716	자살충동	그래서 자살하려고 약을 먹었어.	17
0007832	식욕저하	2007년 9월 쯤부터 소화가 잘 안 됐어.	7
0019255	불안	누가 나를 자꾸 내모는 느낌	18
0016676	자존감저하	누군가 지켜본다는 생각이 드니까 아무것도 할 수가 없어	15
0016408	자존감저하	업신여김을 당하는 기분이다	15
0015783	집중력저하	회사 업무에 집중하고 싶은데 마음처럼 되지가 않아	13
0005970	무기력	근데 시간이 지날수록 오히려 집에 적응하는게 더 힘이 들더라구요.	4
0010828	초조함	혼란스럽고 인생이 망가진 기분이야	10
0011388	초조함	감정기복이 심해져서 미치겠어	10
0008687	불면	신랑이 코를 너무 골아서 자기가 힘들어요	9
0008230	식욕증가	혼자 있으면 미친듯이 먹는 것 같아	8
0014577	죄책감	다 내 잘못 같아서 괴로워	12
0002452	슬픔	더 이상 희망이 없는 것 처럼 힘들어요	1
0015561	죄책감	내가 왜 데리고 와서 혼자 키운다고 했을까 후회될 때도 있어.	12
0015655	집중력저하	나 티비에도 집중이 안 되는 거 같아	13
0003751	외로움	밤에 특히 울적해지는 것 같아	2
0010226	불면	약을 먹어도 잠을 못 자…	9
0002280	슬픔	뭘 더 해야 애기가 나올 수 있는지 진짜 허망해	1
0002097	슬픔	오빠 때문에 서러운 것 같아	1
0002403	슬픔	입덧으로 고생할 때마다 친구들이랑 술 마시는 남편 때문에 절망스러워	1
0008001	식욕저하	밥도 못 먹겠고… 뜬금없이 몸이 파르르 떨릴 때도 있고…	7
0017227	자존감저하	나만 이렇게 못난 것 같아.	15
0001391	우울감	우울할 때는, 내가 왜 사나 싶어요.	0
0013513	피로	아침에 자고 일어나면 몸이 더 무겁고 피곤해	11
0017110	자존감저하	담배 때문에 아기가 잘못되니까 내가 너무 한심하게 느껴졌어	15
0015343	죄책감	그렇게 돈 쓰는 게 미안하긴 하지만 대학만 잘 가면 된다고 생각했어.	12
0002851	슬픔	아기 때 집에서 혼자 울었던 게 기억나. 아주 옛날 일인데도 생생하게 기억에 남아있어.	1
0017645	절망감	절친까지 나를 비난하니까 내가 무가치한 인간처럼 느껴졌어	16
0005827	무기력	점점 나아지긴 하는 것 같은데 그래도 힘들죠.	4
0005668	무기력	너무 힘들어요…	4
0013205	피로	나른해서 아무것도 못 하니까 짜증나	11
0006870	상실감	공허한 느낌이 들어요	6
0015042	죄책감	내 말 때문에 분위기가 나빠지는 거 같아서 말을 안 하게 됐어	12
0012366	초조함	머릿속에 온갖 생각이 가득해서 걱정이 많죠.	10
0016717	자존감저하	시어머니가 나를 해코지할까봐 자꾸 걱정돼	15
0017294	자존감저하	걔는 대체 나를 왜 만나는 걸까? 난 진짜 별볼일 없는 앤데.	15
0007120	식욕저하	식욕이 없는데 어떻게 잘 안 돼	7
0000689	우울감	쉽게 피로해지고 계속 눕고 싶어	0
0009086	불면	혼자 자야 잠을 안 설칠 수 있어	9
0016242	자존감저하	나이 드니까 얼굴이 점점 못 생겨지는 것 같아.	15
0009678	불면	그 뒤로 잠들기가 힘들어요.	9
0011069	초조함	안절부절못하는데 의욕은 하나도 안 올라와서 사는 게 너무 힘들어	10
0006819	감정조절이상	지금은 왜 이렇게 살게 됐는지 허망하고 무기력해요.	5
0017135	자존감저하	전남편은 재혼해서 잘 사는데 나만 미혼모로 인생이 망한것 같아서 너무 한심스럽고 힘들어	15
0001055	우울감	살 찐 것 때문에 우울증이 있었거든요.	0
0006536	무기력	그래서 매일 집에서 컴퓨터만 해.	4
0009168	불면	자꾸 머릿속이 이유없이 흐려지네	9
0010203	불면	이제 약을 안먹으면 잠을 못자요.	9
0005839	무기력	하루종일 이리 치이고 저리 치이고 힘들어 죽겠는데.	4
0007730	식욕저하	스트레스 받으니까 급체해	7
0018651	자살충동	나는 아직도 그게 트라우마야. 너무 끔찍해. 다시 생각만 해도 죽고 싶어.	17
0010834	초조함	초음파 사진 볼 때마다 마음이 너무 혼란스러워	10
0003145	슬픔	남편이 돈을 많이 못 벌어서 속상한 마음이 들어.	1
0010750	초조함	너무 사소한 거에 짜증이 나니까 힘들어 죽겠어	10
0019122	불안	불안하고 울렁거려서 일도 손에 안 잡혀요	18
0016744	자존감저하	자꾸 누가 해코지할 것 같아서 움츠러들게 돼	15
0006348	무기력	그냥 내가 무미건조해진 거 같아.	4
0012577	초조함	어떻게 하면 좋을까… 진짜 답답하다.	10
0012302	초조함	3월부터는 휴직 기간도 끝나서 다시 회사로 가야 하는데 그것도 너무 걱정되고…	10
0002678	슬픔	깜빡 하는 것도 오락가락하면서 우울한 것 같아	1
0012596	초조함	입사하기 전에 이문제가 빨리 해결이 되어야 하는데 너무 답답해.	10
0003377	슬픔	아…정말 착하게 살았는데 왜 이런 꼴을 당해야 하는걸까요.	1
0004122	외로움	힘들고 외로운 시간이었어.	2
0005097	분노	그거 듣자마자 진짜 빡치는 거야.	3
0011370	초조함	회사를 관두고 나니까 감정기복이 심해졌어	10
0018071	절망감	이것만으로도 제 인생이 끝난 것 같아요.	16
